premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
Kelly really wanted a tattoo.	She begged her parents but they said no.	Her parents were very liberal, and had no problem with her getting one.	As a result, she went and got one anyway. When she got home, her parents found out. Kelly was grounded for a week.	DEPRECATED	-1	-1	-1
Kelly really wanted a tattoo.	She begged her parents but they said no.	Her parents were very liberal, and had no problem with her getting one.	As a result, she went and got one anyway. When she got home, her parents found out. Kelly was grounded for a week.	DEPRECATED	-1	-1	-1
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica was so excited that Anna was so helpful that she asked Anna to come to her house. Anna and Jessica had a very close relationship.	5.271407127380371	5.286274433135986	5.21594254175822
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica was so excited that Anna was so her, that she told Anna to tell her what she wanted to tell her. Jessica was so excited that Anna was so her, that she told Anna to tell her what she wanted to tell her.	-1	-1	-1
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica was so excited that Anna was so helpful that she asked Anna to come to her house. Jessica was so excited she had to tell Anna that she was going to be her friend forever.	5.271407127380371	5.285058498382568	5.235304832458496
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could be there for her. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna, but she was also sad that she had lost her best friend.	5.2702836990356445	5.258056640625	5.125934600830078
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna, but she was also sad that she had lost her best friend.	5.271407127380371	5.27165412902832	5.147911071777344
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica was so and not only because she was surprised. Jessica was also glad she had Anna's help.	5.271407127380371	5.271108150482178	4.735925833384196
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her that she was glad she could help her friend. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna.	5.271407127380371	5.27299690246582	5.145670255025228
Anna and Jessica were best friends for most of their lives.	One day at school, Jessica heard Anna saying bad things about her.	One day at school, Jessica heard Anna telling a teacher how helpful Jessica could be.	When Jessica confronted Anna, she lied about it. Jessica knew she could not trust Anna. Jessica was sad that she had lost Anna as a friend.	When Jessica asked Anna, she told her it she was glad she was able to help her friend. Jessica was shocked and surprised when Anna told her she was going to be a teacher. Jessica was so excited she had no idea what to say.	5.2661261558532715	5.277536392211914	5.1539985338846845
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a few hours to study, and he was going to study. The night before the test, Jay had been drinking heavily, and he had been drinking heavily for a while. Jay had been drinking heavily for a while.	4.8723368644714355	5.239964962005615	4.22751784324646
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a few ideas to write on, and he was going to do them. He was going to write a paper on the subject of the relationship between the number of people in a population and the number of people who die from that population .	4.380731105804443	4.6936936378479	3.280619353055954
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a few hours to spare before he had to go to class. The teacher was the only one who knew how to teach math. Jay was a good student.	4.527956962585449	5.240684986114502	3.7091941038767495
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a tutor, but it wasn't enough. The night before the test, Jay had been drinking heavily, and he had been drinking heavily for a week. Jay had been drinking heavily.	3.6292917728424072	5.2270355224609375	3.4613305727640786
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He'd already written a paper on the subject, and he'd already written a paper on the subject. The teacher had told him, "You're going to have to do this."  Jay was a little nervous. He'd never done this.	4.682746887207031	5.2828874588012695	3.578955968221029
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a few ideas but it wasn't enough. He was still struggling to figure out how to get through the math. Jay was a good student.	2.864534854888916	5.229462623596191	2.9960025946299234
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	Jay was a good student, but he was not a good student. The teacher had told him, "Jay, you're going to have to learn how to read and write."  Jay was not a good student. He was not bad student.	5.085343837738037	5.218987941741943	5.173183917999268
Jay was falling behind in math class.	There was an exam at the end of the week, and he was very nervous.	There was an exam at the end of the week, and he was already prepared.	Jay hired a tutor, but it wasn't enough. The night before the test, Jay stayed up all night studying. Jay barely passed the test.	He had a few hours to study, and he was going to study. The night before the test, Jay had been in the library. He had been reading a book about the history of mathematics.	4.8723368644714355	5.265132904052734	4.311217149098714
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	She was not happy when the ball she had been holding was gone. It was a good bowler. She was a good bowler.	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	She was not happy when the ball she had been holding was gone. It was a good bowler. All was not a good bowler.	5.125567436218262	5.246356010437012	3.934678316116333
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
All was not a good bowler.	She was lucky if her balls stayed out of the gutter.	She was thrilled when her balls went into the gutter.	On her last frame of the day she rolled the ball. It went straight down the center. All got a strike and was very happy.	DEPRECATED	-1	-1	-1
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	He was also feeling confident about his ability to perform. He was also feeling confident about his ability to perform. James was participating in a talent show at school.	-1	-1	-1
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	He was also feeling confident about his ability to perform. However, as soon as he began to dance, he felt a strange sensation. James was so nervous that he couldn't move.	5.27980375289917	5.3132548332214355	4.144493103027344
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	He was also feeling confident about his ability to perform. However, as soon as he began to dance, he felt a strange sensation in his chest. James was so embarrassed that he ran off the stage.	5.27980375289917	5.316521167755127	4.442312002182007
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	He was also feeling confident about his ability to perform. However, as soon as he began to sing, he felt a sudden pain in his chest. James was so embarrassed that he ran off the stage.	5.27980375289917	5.309666633605957	4.469697634379069
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	DEPRECATED	-1	-1	-1
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	DEPRECATED	-1	-1	-1
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	DEPRECATED	-1	-1	-1
James was participating in a talent show at school.	James was going to sing but was very nervous and nauseous.	James was feeling confident about the dance he had prepared.	He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself! James was so embarrassed that he ran off the stage.	He was also feeling confident about his ability to perform. However was also feeling confident about his ability to perform. James was feeling confident that he could perform the dance.	-1	-1	-1
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black t shirt and black jeans. She was wearing a black skirt and black shoes. She was wearing her hair in a ponytail.	-1	-1	-1
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black dress and a black skirt. She was wearing a black dress and a black skirt to school. She was wearing a black dress and a black skirt to school.	-1	-1	-1
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black dress and a white blouse. She was wearing a pair of black heels and a black skirt. She was wearing her hair in a ponytail.	1.904597282409668	0.29288551211357117	2.953111251195272
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black dress with a white blouse. She was wearing a black skirt and black stockings. She was wearing her hair in a ponytail.	1.8428934812545776	-0.08261165767908096	3.001261750857035
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	At was wearing a black dress with a white skirt and black stockings. She was wearing a black dress with a white skirt and black stockings. She was wearing a black dress with a white skirt and black stockings.	-1	-1	-1
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black dress and black heels. She was wearing a black skirt and black stockings. She was wearing her hair in a ponytail.	1.7870969772338867	-0.021519944071769714	3.115999619166056
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	She was wearing a black dress with a white skirt and black stockings. She was wearing a black dress with a white skirt and black stockings. She was wearing a black dress with a white skirt and black stockings.	-1	-1	-1
Molly wanted a new outfit for the first day of school.	She did extra chores to save the money to go shopping.	She asked her best friend if she had any clothes she could borrow.	At the store, she found an outfit she thought looked unique. She excitedly dressed in the new outfit and headed to school. Everyone complimented her on her choice in clothing.	DEPRECATED	-1	-1	-1
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	One day a stranger gave him a lottery ticket. Sam won a million dollars. Sam bought a house.	5.266560077667236	5.27836275100708	4.904593149820964
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	DEPRECATED	-1	-1	-1
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	DEPRECATED	-1	-1	-1
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	He had a job as a cashier at a local bank. Sam was a good kid. He was a good kid.	-1	-1	-1
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	One day he was approached by a man who offered him cash. Sam accepted. Sam was told a job as a cashier at a convenience store.	5.024228572845459	5.254308223724365	4.509021600087483
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	One day a stranger gave him a lottery ticket. Sam won a million dollars! Sam bought himself a nice house and a nice car.	5.266560077667236	5.285074710845947	4.973469893137614
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	He had a job as a janitor. He had a girlfriend. He had a job as a janitor.	4.320106029510498	4.093369007110596	3.6334614753723145
Sam had been living on the street for Years.	He survived by begging for money.	He survived by begging for lottery tickets.	One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars! Sam bought himself a nice house and was very grateful.	He had a job as a cashier at a gas station. Sam was a good kid. He was a good kid.	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	He was tired of driving and he wanted to sleep. He was tired of his wife. He was tired of the house.	4.641449451446533	3.73559832572937	4.224058230717977
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	He was tired of driving and he wanted to sleep. He was tired of driving and he wanted to sleep. Jim was tired of driving and he wanted to sleep.	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
It was a cold winter night.	The roads were slippery.	Jim decided to stay home since roads were slippery.	Jim was driving home from work. He lost control of his truck. Jim ended up in the hospital.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	She was a bit nervous, but she was also a bit drunk. She was in a good mood, and the next thing she was in a hospital. She went to the hospital and was told that she had a heart attack.	3.1872596740722656	4.689532279968262	3.864417473475138
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	She was a bit nervous, but the guy was friendly and very nice. She was a bit nervous, but the guy was friendly and very nice. She was a bit nervous, but the guy was friendly and very nice.	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tia went out to a bar one night with a guy she'd just met.	The unscrupulous guy drugged Tia's martini when she wasn't looking!	He was a gentleman, and treated her with respect.	Poor Tia, unsuspecting, drank the martini and became very groggy. She remembered nothing until she woke up naked the next morning. She went to the police and filed a report.	DEPRECATED	-1	-1	-1
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	Tim wanted to spend the rest of his life in a prison cell. But instead, he had to spend it on the internet. Tim's story is not unique.	4.917239665985107	5.153900623321533	3.776946703592936
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	Tim was a good kid, he was a good student. But he was also a bad worker. His boss was a jerk.	4.674810886383057	5.027626991271973	3.852407455444336
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	DEPRECATED	-1	-1	-1
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	DEPRECATED	-1	-1	-1
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	Tim was a good kid, he was a good student. But he was also a bad worker. He was a bad worker.	4.674810886383057	4.865525722503662	4.5029386679331465
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	Tim wanted to be a lawyer, but he didn too busy to get a degree. He was, however, able to get a job at a local law firm. His first client was a woman who was trying to get her divorce.	5.071873188018799	5.19554328918457	4.899380207061768
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	DEPRECATED	-1	-1	-1
Tim got his first job.	But it required him to sit for long hours.	Unfortunately it didn't work out and he was fired the next day.	Tim wanted to spend the money he earned on a car. But instead, he had to spend it on back surgery. His back felt much better after surgery.	Tim was a good kid, he was a good student. But he was also a bad worker. His was a bad worker.	4.674810886383057	4.8841552734375	4.522730271021525
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His wife was in a coma for a month. They had to move out and they had to move. Eric was left with no job and no money.	4.529430389404297	5.239174842834473	2.9093658129374185
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	DEPRECATED	-1	-1	-1
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His wife was in a coma for a week. They had in a car accident and he was in the hospital for a week. Eric was in a coma for a month.	4.555720806121826	5.2307329177856445	4.236474593480428
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His wife was in a coma for a month. They had to move out and they had to move. Eric was left with no job and no income.	4.529430389404297	5.239190101623535	2.8702568213144937
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His friends and family were devastated. They gave him a big hug and told him that he was going to be OK. Eric then left work to go to the hospital.	4.524020195007324	5.254769325256348	4.273236910502116
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His friends called him a few days later and said he had dead. They gave him a heart transplant. Eric was left with a heart that was not functioning properly.	4.962667942047119	5.263097286224365	4.864574750264485
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His wife was in a coma and he was in a coma. They were both in the hospital for a week. Eric was left a coma for a month.	4.573999404907227	5.21578311920166	4.282906850179036
Eric had worked at a large law firm for 30 years.	On his 68th birthday he had decided it was time to retire.	One day he had a huge heart attack in the lift and didn't make it through the night.	His friends threw him a large party. They gave him many gifts and they shared old stories. Eric then left work to go settle down.	His friends and family were devastated. They gave him a big hug and told him to keep going. Eric then went to the hospital and was diagnosed with a heart attack.	4.524020195007324	5.241350173950195	3.938143332799276
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	She was. She was not. Jane was not.	1.8285126686096191	3.6164283752441406	2.8052944342295327
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	She was. She was not. Jane didn't sleep.	1.8285126686096191	4.9767069816589355	1.831661860148112
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	She was. She was not. Jane didn't know her flight was delayed.	1.8285126686096191	5.122922420501709	1.67776620388031
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	DEPRECATED	-1	-1	-1
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	DEPRECATED	-1	-1	-1
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	DEPRECATED	-1	-1	-1
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	DEPRECATED	-1	-1	-1
Jane spent many hours packing for her flight.	She went to bed late.	Her mother called her before her flight to make sure she was awake.	Hours later her alarm went off three times. She did not wake up. Jane didn't make her flight in time.	DEPRECATED	-1	-1	-1
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	The band was forced to leave the stage. The band walked to the back of the stage. They began to play, but the tornado destroyed the building.	5.130784034729004	5.314723968505859	4.543681303660075
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	The band was forced to leave the stage. The band walked to the back of the stage. They began to play but the tornado destroyed the building.	5.130784034729004	5.31893253326416	4.541126807530721
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
The band walked to the front of the stage.	They began to perform.	They began to perform but a tornado destroyed the building.	The electricity immediately went off. Everyone couldn't see where they were. After a few minutes, the lights came back on.	DEPRECATED	-1	-1	-1
